,Entities,Labels,Position_Start,Position_End
9324,thrombus hypercoagulable,DISEASE,2239,2263
9325,pancreatic ovarian cancer radiationinduced damage,DISEASE,2270,2319
9327,vessel sclerosis,DISEASE,2372,2388
9328,fibrosis fistula,DISEASE,2389,2405
9332,anastomotic bowel leak,DISEASE,2557,2579
9334,wound urinary tract infection,DISEASE,2605,2634
9335,organ hematologic malignancy,DISEASE,2671,2699
9336,rolston hematologic malignancy solid organ malignancy malignancy,DISEASE,2749,2813
9337,leukemia lymphoma multiple myeloma common carcinoma sarcoma,DISEASE,2831,2890
9341,breast cancer ulcerative gastrointestinal tumor,DISEASE,3150,3197
9342,injury common hematologic malignancy,DISEASE,3311,3347
9343,nausea vomiting diarrhea abdominal complaint,DISEASE,3449,3493
9344,neutropenic enterocolitis,DISEASE,3595,3620
9345,venoocclusive disease,DISEASE,3650,3671
9350,neutropenia cancer,DISEASE,3896,3914
9354,neutropenic,DISEASE,4091,4102
9357,lower digestive tract enteric gramnegative bacillary infection,DISEASE,4269,4331
9358,aeruginosa neutropenic enterocolitis,DISEASE,4382,4418
9360,fungal infection candida aspergillus,DISEASE,4530,4566
9365,postobstructive infectious,DISEASE,4791,4817
9366,bowel obstruction,DISEASE,4856,4873
9367,primary malignancy,DISEASE,4874,4892
9368,bowel ischemia,DISEASE,4943,4957
9369,fistula peritonitis,DISEASE,4970,4989
9370,abdominopelvic abscess,DISEASE,4990,5012
9371,polymicrobial hepatobiliary obstruction,DISEASE,5023,5062
9372,cholangitis hepatic abscess,DISEASE,5080,5107
9373,urinary obstruction,DISEASE,5108,5127
9374,colorectal malignancy hydronephrosis,DISEASE,5160,5196
9375,pyonephrosis pyelonephritis renal abscess urethral obstruction,DISEASE,5206,5268
9377,prostatitis prostatic abscess vascular occlusion,DISEASE,5300,5348
9378,organ ischemia,DISEASE,5355,5369
9380,peripheral vascular insufficiency,DISEASE,5409,5442
9381,infected ulcer,DISEASE,5448,5462
9383,abscess,DISEASE,5542,5549
9384,osteomyelitis limb loss vascular occlusion,DISEASE,5560,5602
9386,vessel mass,DISEASE,5649,5660
9388,necrosis ulceration,DISEASE,6004,6023
9392,pancreatic gastric ovarian cancer,DISEASE,6345,6378
9395,radiationinduced injury lead mucosal barrier injury rapidly dividing cell skin mucosal lining gastrointestinal tract radiosensitive extent injury,DISEASE,6445,6590
9396,injury gastrointestinal tract,DISEASE,6718,6747
9400,vascular sclerosis,DISEASE,6943,6961
9401,mucositis,DISEASE,7006,7015
9402,esophageal dysmotility,DISEASE,7060,7082
9404,injury stricture fistula,DISEASE,7193,7217
9406,andor abscess,DISEASE,7295,7308
9407,radiationinduced bowel injury,DISEASE,7467,7496
9409,chronic radiation enteropathy,DISEASE,7530,7559
9410,radiationinduced injury superinfection,DISEASE,7597,7635
9411,radiationinduced injury,DISEASE,7697,7720
9419,collagen vascular disease,DISEASE,7977,8002
9420,human immunodeficiency virus infection,DISEASE,8003,8041
9424,vascular catheter infection,DISEASE,8412,8439
9425,gastrointestinal abdominal wall device,DISEASE,8477,8515
9427,abdominal wall muscle acute,DISEASE,8585,8612
9428,enteritis,DISEASE,8623,8632
9429,sigmoid adenocarcinoma solitary liver metastasis underwent hepatic radiation,DISEASE,8647,8723
9430,abdominal pain nausea vomiting,DISEASE,8787,8817
9431,submucosal edema,DISEASE,8922,8938
9433,adenocarcinoma subsequently liver abscess,DISEASE,9091,9132
9434,infectious complication gastrostomy tube yearold man,DISEASE,9182,9234
9435,glioblastoma multiforme,DISEASE,9235,9258
9437,left hepatic lobe arrowhead fluid gas collection adjacent liver consistent polymicrobial hepatic abscess,DISEASE,9422,9526
9439,infection peritonitis,DISEASE,9649,9670
9440,abdominopelvic abscess peritonitis,DISEASE,9671,9705
9441,cholangitis,DISEASE,9764,9775
9447,anastomotic bowel leak biliary leak,DISEASE,10199,10234
9449,wound infection,DISEASE,10286,10301
9451,obstruction fistula,DISEASE,10367,10386
9452,urosepsis,DISEASE,10397,10406
9455,hepatobiliary genitourinary gynecologic infection,DISEASE,11012,11061
9456,cooperativeness,DISEASE,11189,11204
9457,abdominal infection,DISEASE,11286,11305
9458,fever sepsis,DISEASE,11339,11351
9459,biliary obstruction,DISEASE,11482,11501
9462,movement inability,DISEASE,11696,11714
9468,immunity gastrointestinal tract,DISEASE,12257,12288
9470,gastrointestinal tract,DISEASE,12474,12496
9472,clostridium difficileassociated colitis cytomegalovirus cmv colitis neutropenic enterocolitis appendicitis,DISEASE,12550,12656
9473,intestinal perforation,DISEASE,12657,12679
9476,abdominal pain fever diarrhea,DISEASE,12760,12789
9477,intestinal hemorrhage,DISEASE,12799,12820
9479,neutropenic colitis typhlitis,DISEASE,13050,13079
9481,acute myeloid leukemia preexisting bowel condition,DISEASE,13223,13273
9482,diverticulitis tumor,DISEASE,13274,13294
9485,bacterial fungal,DISEASE,13440,13456
9487,gramnegative bacillus grampositive cocci anaerobe candida,DISEASE,13526,13583
9488,fungal,DISEASE,13598,13604
9493,neutropenic colitis,DISEASE,14090,14109
9494,predilection right colon cecum ascending colon possibility involving terminal ileum nonspecific,DISEASE,14110,14205
9495,colonic wall thickening edema,DISEASE,14224,14253
9498,pseudomembraneous colitis cecal diverticulitis clostridioides difficile colitis c difficile,DISEASE,14726,14817
9499,clostridium difficile grampositive anaerobe,DISEASE,14829,14872
9502,infection spectrum c difficile infection,DISEASE,15178,15218
9503,fulminant colitis fulminant colitis,DISEASE,15230,15265
9504,hypotension shock ileus,DISEASE,15280,15303
9505,andor megacolon,DISEASE,15304,15319
9506,septicemia death,DISEASE,15366,15382
9508,pseudomembranes,DISEASE,15503,15518
9509,pseudomembranous colitis,DISEASE,15575,15599
9512,rightsided colitis case mucosal hyperenhancement evolve lack enhancement mucosal sloughing c difficile,DISEASE,15916,16018
9516,enema,DISEASE,16376,16381
9517,duodenum small bowel,DISEASE,16393,16413
9519,volume ascites,DISEASE,16538,16552
9520,ileus toxic megacolon,DISEASE,16615,16636
9521,shock toxic megacolon,DISEASE,16664,16685
9525,cmv colitis cancer,DISEASE,16962,16980
9526,colon stomach esophagus common,DISEASE,16995,17025
9527,gastrointestinal cmv infection,DISEASE,17051,17081
9528,ascites lymphadenopathy,DISEASE,17118,17141
9529,infection angioinvasive,DISEASE,17158,17181
9532,norovirus infection,DISEASE,17589,17608
9533,small bowel wall thickening fluidfilled small bowel stomach colon,DISEASE,17617,17682
9535,neoplastic bowel infiltration,DISEASE,17816,17845
9536,mural hemorrhage,DISEASE,17846,17862
9537,hyperdense small bowel wall gastrointestinal fungal infection,DISEASE,17875,17936
9540,acute leukemia,DISEASE,18093,18107
9542,diabetic immunocompromised,DISEASE,18262,18288
9543,abdominal aspergillosis infection,DISEASE,18297,18330
9544,organ gastrointestinal tract,DISEASE,18365,18393
9545,hepatic splenic microabscesses,DISEASE,18463,18493
9546,concentric bowel wall thickening,DISEASE,18494,18526
9548,infarct,DISEASE,18557,18564
9549,peritoneal thickening nodular retroperitoneal infiltration,DISEASE,18573,18631
9550,aspergillus,DISEASE,18665,18676
9551,angioinvasive gastrointestinal mucormycosis,DISEASE,18684,18727
9553,colon gastrointestinal fungal infection,DISEASE,18793,18832
9556,candida enterocolitis,DISEASE,19043,19064
9561,acute myelogneous leukemia,DISEASE,19311,19337
9562,serpiginous,DISEASE,19500,19511
9563,infarct aspergillosis,DISEASE,19557,19578
9566,prostate anorectal gynecologic cancer acute proctitis,DISEASE,19770,19823
9568,pelvic radiation chronic radiation,DISEASE,19923,19957
9569,proctitis,DISEASE,19958,19967
9570,microvascular insufficiency obliterative endarteritis,DISEASE,20013,20066
9571,intestinal ischemia,DISEASE,20072,20091
9573,diarrhea tenesmus,DISEASE,20261,20278
9574,fistula,DISEASE,20385,20392
9575,small abscess perianal region mri superior ct,DISEASE,20635,20680
9577,hepatobiliary infection,DISEASE,20733,20756
9580,mycobacterial parasitic fungal infection,DISEASE,20924,20964
9581,hepatobiliary system hepatosplenic candidiasis common form,DISEASE,20972,21030
9584,candida,DISEASE,21132,21139
9587,enterocolitis,DISEASE,21838,21851
9589,fever diarrhea,DISEASE,21927,21941
9590,wall thickening mucosal hyperenhancement small short arrow large arrowhead bowel loop discontinuous involvement confined radiation port b repeat ct,DISEASE,22080,22227
9592,worsening bowel wall inflammation,DISEASE,22372,22405
9595,hepatic metastasis lymphomatous,DISEASE,22542,22573
9597,candidiasis hepatic metastasis,DISEASE,22626,22656
9598,stage cancer lymphomatous focus liver larger lesion,DISEASE,22713,22764
9601,biliary infection,DISEASE,22842,22859
9602,biliary stasis,DISEASE,22868,22882
9603,obstructing stone stricture,DISEASE,22890,22917
9607,tumor gallbladder bile duct pancreas duodenum,DISEASE,23117,23162
9608,charcot,DISEASE,23187,23194
9609,abdominal pain fever jaundice,DISEASE,23204,23233
9610,acute suppurative cholangitis,DISEASE,23473,23502
9612,biliary stone,DISEASE,23602,23615
9613,biliary sepsis,DISEASE,23665,23679
9618,bile duct wall thickening,DISEASE,24438,24463
9619,biliary dilatation obstruction,DISEASE,24527,24557
9621,bile duct wall liver parenchyma,DISEASE,24656,24687
9623,central bile duct,DISEASE,24852,24869
9624,distended duct inspissated bile sludge,DISEASE,24901,24939
9626,bacteremia sepsis hepatic abscess,DISEASE,25120,25153
9627,thrombosis bile peritonitis liver abscess,DISEASE,25166,25207
9628,biliary hematogenous,DISEASE,25216,25236
9629,pyogenic hepatic abscess,DISEASE,25265,25289
9631,liver abscess,DISEASE,25364,25377
9632,hepatobiliary malignancy,DISEASE,25397,25421
9635,neoplasia biliary tract disease,DISEASE,25495,25526
9638,nausea vomiting jaundice,DISEASE,25807,25831
9639,primary hepatobiliary malignancy hepatic abscess,DISEASE,25840,25888
9642,polymicrobial infection fungal hepatic abscess,DISEASE,25998,26044
9644,hepatic abscess,DISEASE,26119,26134
9645,communication abscess biliary acute cholangitis biliary obstruction,DISEASE,26230,26297
9646,cervical cancer,DISEASE,26323,26338
9648,mass effect obstruction common hepatic duct resulting intrahepatic biliary ductal dilation,DISEASE,26478,26568
9649,hepatic abscess necrotic metastasis abscess,DISEASE,26727,26770
9652,necrotic tumor,DISEASE,26993,27007
9666,genitourinary infection,DISEASE,28116,28139
9667,obstructive uropathy,DISEASE,28150,28170
9669,reflux loss ureterovesical junction indwelling catheter stent pelvic radiation urinary tract obstruction,DISEASE,28192,28296
9672,pancreatic adenocarcinoma liver abscess,DISEASE,28455,28494
9675,solitary hepatic metastasis reconstructed coronal contrast enhanced ct image demonstrates large,DISEASE,28547,28642
9677,stasis urinary obstruction,DISEASE,28784,28810
9678,retroperitoneal adenopathy pelvic malignancy,DISEASE,28896,28940
9679,primary ureteral malignancy radiationinduced stricture,DISEASE,28941,28995
9681,hydroureteronephrosis,DISEASE,29066,29087
9683,bladder outlet obstruction,DISEASE,29329,29355
9685,mass effect vascular displacement liver biopsy showed inflammatory cell malignancy adenovirus pcr copiesml obstruction,DISEASE,29609,29727
9686,urothelial abnormality,DISEASE,29794,29816
9687,bladder tumor,DISEASE,30072,30085
9688,pyelonephritis,DISEASE,30102,30116
9689,urinary pouch chronic bacteriuria e coli gramnegative enterobacteriaceae grampositive cocci cancer,DISEASE,30128,30226
9690,malignant obstruction stricture,DISEASE,30235,30266
9692,albicans common fungal organism cause urinary tract infection,DISEASE,30450,30511
9695,infarct fungal ball neutropenia,DISEASE,30624,30655
9696,pyelonephritis cancer,DISEASE,30692,30713
9699,renal abscess,DISEASE,30890,30903
9706,renal abscess pyelonephritis renal abscess,DISEASE,31508,31550
9707,perirenal fat bladder infection,DISEASE,31634,31665
9708,cystitis,DISEASE,31742,31750
9709,urinary bladder wall inflammatory change perivesical fat cancer,DISEASE,31779,31842
9710,prostatic infection,DISEASE,31859,31878
9711,prostate biopsy urethral suprapubic catheter placement brachytherapy cryotherapy,DISEASE,31889,31969
9712,bladder cancer,DISEASE,31987,32001
9715,prostatic abscess,DISEASE,32093,32110
9717,prostatitis prostatic abscess,DISEASE,32231,32260
9718,prostatitis,DISEASE,32349,32360
9720,prostate intraabdominal abdominal wall infection,DISEASE,32599,32647
9725,bowel renal injury,DISEASE,33030,33048
9726,fever weakness pain,DISEASE,33118,33137
9731,multiloculated renal abscess,DISEASE,33577,33605
9732,prostate abscess,DISEASE,33733,33749
9735,prostatic urethra cancer,DISEASE,34078,34102
9736,intraabdominal abdominal wall infection peritonitis infectious,DISEASE,34122,34184
9741,bowel obstruction perforation,DISEASE,34370,34399
9742,anastomotic dehiscence gastric perforation,DISEASE,34400,34442
9746,enterocolitis ulcer,DISEASE,34552,34571
9747,enteropathy,DISEASE,34582,34593
9752,abdominal pain tenderness guarding fever,DISEASE,34851,34891
9754,upper gastrointestinal tract,DISEASE,34935,34963
9759,carcinomatosis,DISEASE,35254,35268
9761,fungal peritonitis candida,DISEASE,35352,35378
9762,mycobacterial peritonitis,DISEASE,35386,35411
9763,tuberculosis mycobacterium avium,DISEASE,35518,35550
9765,peritoneal carcinomatosis,DISEASE,35575,35600
9766,peritoneal thickening nodularity,DISEASE,35624,35656
9769,abdominal malignancy,DISEASE,35881,35901
9772,malignant ascites,DISEASE,36017,36034
9774,seromas,DISEASE,36132,36139
9778,skin flora bowel perforation,DISEASE,36517,36545
9782,nonvisceral abscess,DISEASE,36844,36863
9783,retroperitoneal peritoneal abscess,DISEASE,36875,36909
9787,clostridia abscess,DISEASE,37130,37148
9789,andor perforation,DISEASE,37531,37548
9790,retroperitoneal abscess,DISEASE,37549,37572
9792,intraabdominal abscess polymicrobial presenting symptom,DISEASE,37667,37722
9795,diarrhea abscess,DISEASE,37837,37853
9796,ileus,DISEASE,37905,37910
9798,ischemic bowel,DISEASE,38211,38225
9800,traumatic perforation,DISEASE,38261,38282
9802,vessel causing pseudoaneurysms hemorrhage thrombosis rupture,DISEASE,38338,38398
9805,softtissue infection,DISEASE,38486,38506
9806,abdominal wall immunocompromised,DISEASE,38512,38544
9807,endarteritis obliterans,DISEASE,38585,38608
9808,cutaneous infection,DISEASE,38646,38665
9809,muscular fascial infection cellulitis necrotizing fasciitis pyomyositis,DISEASE,38695,38766
9811,skin injury skin disruption surgery catheter line insertion radiation treatment primary,DISEASE,38794,38881
9812,tumor cellulitis,DISEASE,38893,38909
9813,skin thickening,DISEASE,38953,38968
9814,stranding edema inflammation,DISEASE,38986,39014
9815,fasciitis,DISEASE,39107,39116
9816,fistula tumor,DISEASE,39217,39230
9818,drainable abscess softtissue infection,DISEASE,39437,39475
9819,endometrial carcinosarcoma type diabetes mellitus,DISEASE,39521,39570
9826,gastrointestinal hepatobiliary genitourinary system addition nonvisceral abdominal wall infection,DISEASE,40464,40561
9827,multiple sclerosis rrms number,DISEASE,52,82
9830,neurological symptom fever,DISEASE,1596,1622
9833,tlesion,DISEASE,4547,4554
9836,covid vaccine ntz prolong washout period better immunization,DISEASE,5848,5908
9837,takotsubo syndrome,DISEASE,0,18
9838,takotsubo cardiomyopathy,DISEASE,28,52
9839,heart syndrome,DISEASE,64,78
9841,acute heart failure syndrome,DISEASE,113,141
9842,left ventricular lv systolic dysfunction,DISEASE,183,223
9843,absence obstructive coronary artery disease,DISEASE,278,321
9846,acute myocardial infarction,DISEASE,502,529
9847,coronary artery stenosis,DISEASE,543,567
9848,obstructive cad contributing extent contraction abnormality recovery wall motion abnormality ejection fraction abnormality tt neurogenic stunning,DISEASE,653,798
9849,hypokinesia common takotsubo,DISEASE,876,904
9854,brain death deficiency,DISEASE,1120,1142
9855,cardiac stunning,DISEASE,1164,1180
9857,coronary microvascular dysfunction,DISEASE,1324,1358
9859,ventricular outflow tract obstruction,DISEASE,1452,1489
9860,spasm,DISEASE,1523,1528
9861,thyroidal dysfunction,DISEASE,1579,1600
9862,unawareness disease,DISEASE,2267,2286
9863,neurological psychiatric disease,DISEASE,2565,2597
9864,stress cancer,DISEASE,3179,3192
